Category,Medication,Prodcode,Gemscript code,Product Name,Drug Substance,BNF Code
Epilepsy medication,Carbamazepine,2077,03520007,TEGRETOL liq 100 MG/5ML LIQ,,00000000
Epilepsy medication,Carbamazepine,61377,04691020,Carbamazepine 100mg tablets (Kent Pharmaceuticals Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,62457,04692020,Carbamazepine 100mg tablets (Alliance Healthcare (Distribution) Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,56734,04694020,Carbamazepine 100mg tablets (Phoenix Healthcare Distribution Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,59211,04696020,Carbamazepine 200mg tablets (Alliance Healthcare (Distribution) Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,49833,04698020,Tegretol 200mg tablets (Lexon (UK) Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,63213,04700020,Tegretol 200mg tablets (Necessity Supplies Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,63735,04701020,Carbamazepine 400mg tablets (Alliance Healthcare (Distribution) Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,59696,04702020,Carbamazepine 400mg tablets (Kent Pharmaceuticals Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,54445,04704020,Carbamazepine 400mg tablets (Sigma Pharmaceuticals Plc),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,51760,04705020,Tegretol 400mg tablets (Lexon (UK) Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,72875,04708020,Tegretol 400mg tablets (Necessity Supplies Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,71432,04711020,Tegretol Prolonged Release 200mg tablets (Waymade Healthcare Plc),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,48397,04714020,Tegretol Prolonged Release 200mg tablets (DE Pharmaceuticals),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,53492,04715020,Tegretol Prolonged Release 200mg tablets (Sigma Pharmaceuticals Plc),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,63341,04717020,Tegretol Prolonged Release 200mg tablets (Lexon (UK) Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,57726,04718020,Tegretol Prolonged Release 200mg tablets (Mawdsley-Brooks & Company Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,70902,04719020,Carbamazepine 200mg modified-release tablets (Phoenix Healthcare Distribution Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,71350,04720020,Tegretol Prolonged Release 200mg tablets (Necessity Supplies Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,71149,04723020,Tegretol Prolonged Release 400mg tablets (Waymade Healthcare Plc),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,71365,04726020,Tegretol Prolonged Release 400mg tablets (DE Pharmaceuticals),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,60133,04727020,Tegretol Prolonged Release 400mg tablets (Sigma Pharmaceuticals Plc),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,53893,04730020,Tegretol Prolonged Release 400mg tablets (Stephar (U.K.) Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,66375,04732020,Carbamazepine 400mg modified-release tablets (Phoenix Healthcare Distribution Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,52840,04733020,Tegretol Prolonged Release 400mg tablets (Necessity Supplies Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,63930,04736020,Tegretol 100mg/5ml liquid (DE Pharmaceuticals),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,58515,04738020,Tegretol 100mg/5ml liquid (Lexon (UK) Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,59038,04741020,Carbamazepine 100mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,59746,16717021,Carbamazepine 100mg tablets (DE Pharmaceuticals),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,66058,16718021,Carbamazepine 200mg tablets (DE Pharmaceuticals),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,66073,16719021,Carbamazepine 400mg tablets (DE Pharmaceuticals),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,59745,16720021,Carbamazepine 100mg/5ml oral suspension sugar free (DE Pharmaceuticals),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,69155,19306020,Carbamazepine 40mg/5ml oral suspension,Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,60181,23081021,Carbagen 100mg tablets (Mylan),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,60187,23082021,Carbagen 200mg tablets (Mylan),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,60405,23083021,Carbagen 400mg tablets (Mylan),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,57898,31830020,Carbamazepine 100mg/5ml oral suspension,Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,59697,31834020,Carbamazepine 10mg/5ml oral suspension,Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,59428,38907020,Carbamazepine 100mg tablets (Almus Pharmaceuticals Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,59429,38908020,Carbamazepine 200mg tablets (Almus Pharmaceuticals Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,59430,38909020,Carbamazepine 400mg tablets (Almus Pharmaceuticals Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,70901,47358020,Carbamazepine 100mg tablets (Waymade Healthcare Plc),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,34958,48990020,Carbamazepine 100mg Tablet (Berk Pharmaceuticals Ltd),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,30763,48995020,Carbamazepine 100mg tablets (A A H Pharmaceuticals Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,34904,48996020,Carbamazepine 200mg tablets (A A H Pharmaceuticals Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,43417,48997020,Carbamazepine 400mg tablets (A A H Pharmaceuticals Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,70773,53461021,Carbamazepine 200mg modified-release tablets (DE Pharmaceuticals),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,5977,54569020,Tegretol 100mg tablets (Novartis Pharmaceuticals UK Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,2085,54570020,Tegretol 200mg tablets (Novartis Pharmaceuticals UK Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,4066,54571020,Tegretol 400mg tablets (Novartis Pharmaceuticals UK Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,4913,54576020,Tegretol 100mg/5ml liquid (Novartis Pharmaceuticals UK Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,28345,54680020,Carbamazepine 100mg tablets (Teva UK Ltd),Carbamazepine,04080100
Epilepsy medication,Carbamazepine,32931,54682020,Carbamazepine 400mg tablets (Teva UK Ltd),Carbamazepine,04080100
Epilepsy medication,Carbamazepine,61143,56862020,Carbamazepine 100mg tablets (Actavis UK Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,62538,56863020,Carbamazepine 200mg tablets (Actavis UK Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,37800,59346020,Carbamazepine 200mg Modified-release tablet (Lagap),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,40403,59347020,Carbamazepine 400mg Modified-release tablet (Lagap),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,12931,59550020,Epimaz Retard 200mg tablets (IVAX Pharmaceuticals UK Ltd),Carbamazepine,04080100
Epilepsy medication,Carbamazepine,432,59758020,Carbamazepine 100mg tablets,Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,1158,59759020,Carbamazepine 200mg tablets,Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,652,59760020,Carbamazepine 400mg tablets,Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,55904,60261020,Carbamazepine 100mg tablets (Mylan),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,59887,60262020,Carbamazepine 200mg tablets (Mylan),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,596,60388020,Carbamazepine 100mg/5ml oral suspension sugar free,Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,41726,61212020,Carbamazepine 100mg Tablet (IVAX Pharmaceuticals UK Ltd),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,46972,61213020,Carbamazepine 200mg Tablet (IVAX Pharmaceuticals UK Ltd),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,34370,61899020,Carbamazepine 200mg modified-release tablets (A A H Pharmaceuticals Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,40404,61900020,Carbamazepine 400mg modified-release tablets (A A H Pharmaceuticals Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,46888,62263020,Carbamazepine 200mg Modified-release tablet (Generics (UK) Ltd),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,43451,62264020,Carbamazepine 400mg Modified-release tablet (Generics (UK) Ltd),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,32900,63548020,Carbamazepine sr 200mg Tablet (IVAX Pharmaceuticals UK Ltd),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,47294,63552020,Carbamazepine sr 400mg Tablet (IVAX Pharmaceuticals UK Ltd),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,2388,72634020,Carbamazepine 200mg modified-release tablets,Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,3569,72635020,Carbamazepine 400mg modified-release tablets,Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,2823,72792020,Tegretol retard 200mg Modified-release tablet (Novartis Pharmaceuticals UK Ltd),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,2824,72793020,Tegretol retard 400mg Modified-release tablet (Novartis Pharmaceuticals UK Ltd),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,13524,72796020,Tegretol 100mg Chewtabs (Novartis Pharmaceuticals UK Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,12880,72797020,Tegretol 200mg Chewtabs (Novartis Pharmaceuticals UK Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,4982,72800020,Carbamazepine 100mg chewable tablets sugar free,Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,11696,72801020,Carbamazepine 200mg chewable tablets sugar free,Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,53188,74729020,Carbamazepine 500mg/5ml Oral suspension (Martindale Pharmaceuticals Ltd),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,12932,75210020,Epimaz 100mg tablets (IVAX Pharmaceuticals UK Ltd),Carbamazepine,04080100
Epilepsy medication,Carbamazepine,18762,75211020,Epimaz 200mg tablets (Teva UK Ltd),Carbamazepine,04080100
Epilepsy medication,Carbamazepine,18763,75212020,Epimaz 400mg tablets (Teva UK Ltd),Carbamazepine,04080100
Epilepsy medication,Carbamazepine,21441,75593020,Tegretol 125mg suppositories (Essential Pharma Ltd),Carbamazepine,04080100
Epilepsy medication,Carbamazepine,15082,75594020,Tegretol 250mg suppositories (Essential Pharma Ltd),Carbamazepine,04080100
Epilepsy medication,Carbamazepine,17429,75597020,Carbamazepine 125mg suppositories,Carbamazepine,04080100
Epilepsy medication,Carbamazepine,17428,75598020,Carbamazepine 250mg suppositories,Carbamazepine,04080100
Epilepsy medication,Carbamazepine,13112,77435020,Carbagen SR 200mg tablets (Mylan),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,26012,77436020,Carbagen SR 400mg tablets (Mylan),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,72018,78217020,Carbamazepine 100mg/5ml oral suspension sugar free (Actavis UK Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,17978,83786020,Teril Retard 200mg tablets (Taro Pharmaceuticals (UK) Ltd),Carbamazepine,04080100
Epilepsy medication,Carbamazepine,18011,83787020,Teril Retard 400mg tablets (Taro Pharmaceuticals (UK) Ltd),Carbamazepine,04080100
Epilepsy medication,Carbamazepine,30509,86374020,Timonil retard 400mg Modified-release tablet (C P Pharmaceuticals Ltd),Carbamazepine,04020300/04080100
Epilepsy medication,Carbamazepine,37058,94162020,Carbamazepine 500mg/5ml oral suspension,Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,45941,99731020,Tegretol Prolonged Release 200mg tablets (Novartis Pharmaceuticals UK Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Carbamazepine,45903,99733020,Tegretol Prolonged Release 400mg tablets (Novartis Pharmaceuticals UK Ltd),Carbamazepine,04080100/04105000/06010500
Epilepsy medication,Phenytoin,21632,!2237104,EPANUTIN INFATABS,,00000000
Epilepsy medication,Phenytoin,27881,!5603201,PHENYTOIN,,00000000
Epilepsy medication,Phenytoin,27541,!5603703,PHENYTOIN,,00000000
Epilepsy medication,Phenytoin,47014,00515021,Phenytoin 90mg/5ml oral suspension,Phenytoin,04080100
Epilepsy medication,Phenytoin,15106,02102007,PHENYTOIN 30 MG TAB,,00000000
Epilepsy medication,Phenytoin,7804,02103007,PHENYTOIN SODIUM/ PHENOBARBITONE CAP,,00000000
Epilepsy medication,Phenytoin,22131,02115007,PHENOBARBITONE & PHENYTOIN 60 MG CAP,,00000000
Epilepsy medication,Phenytoin,59520,02116007,PHENOBARBITONE 50MG & PHENYTOIN 100MG MG CAP,,00000000
Epilepsy medication,Phenytoin,22286,03613007,PHENOBARBITONE 60MG & PHENYTOIN 100MG MG TAB,,00000000
Epilepsy medication,Phenytoin,31634,04161007,PHENYTOIN SODIUM/ PHENOBARBITONE SODIUM TAB,,00000000
Epilepsy medication,Phenytoin,62181,04784020,Phenytoin sodium 100mg tablets (Kent Pharmaceuticals Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,59504,04786020,Phenytoin sodium 100mg tablets (Alliance Healthcare (Distribution) Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,19326,05474007,PHENYTOIN 25 MG SYR,,00000000
Epilepsy medication,Phenytoin,3882,05544007,EPANUTIN + PHENOBARB CAP,,00000000
Epilepsy medication,Phenytoin,8452,05711007,PHENYTOIN 150 MG SUS,,00000000
Epilepsy medication,Phenytoin,59377,20738021,Phenytoin sodium 100mg capsules (Actavis UK Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,60245,21032020,Phenytoin 90mg/5ml oral suspension (Drug Tariff Special Order),Phenytoin,04080100
Epilepsy medication,Phenytoin,58539,35240020,Phenytoin 90mg/5ml oral solution,Phenytoin,04080100
Epilepsy medication,Phenytoin,54984,36498020,Phenytoin 300mg/5ml oral solution,Phenytoin,04080100
Epilepsy medication,Phenytoin,63271,36499020,Phenytoin 300mg/5ml oral solution (Special Order),Phenytoin,04080100
Epilepsy medication,Phenytoin,67150,36501020,Phenytoin 300mg/5ml oral suspension (Special Order),Phenytoin,04080100
Epilepsy medication,Phenytoin,56786,43845020,Phenytoin sodium 100mg tablets (Milpharm Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,50159,44396020,Phenytoin sodium 300mg capsules (Flynn Pharma Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,50148,44397020,Phenytoin sodium 25mg capsules (Flynn Pharma Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,49789,44398020,Phenytoin sodium 50mg capsules (Flynn Pharma Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,50147,44399020,Phenytoin sodium 100mg capsules (Flynn Pharma Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,59293,45170020,Phenytoin sodium 300mg capsules (Alliance Healthcare (Distribution) Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,53846,45171020,Phenytoin sodium 300mg capsules (A A H Pharmaceuticals Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,59467,45172020,Phenytoin sodium 25mg capsules (Alliance Healthcare (Distribution) Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,61769,45173020,Phenytoin sodium 25mg capsules (A A H Pharmaceuticals Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,60573,45174020,Phenytoin sodium 50mg capsules (Alliance Healthcare (Distribution) Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,53750,45175020,Phenytoin sodium 50mg capsules (A A H Pharmaceuticals Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,59082,45176020,Phenytoin sodium 100mg capsules (Alliance Healthcare (Distribution) Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,53749,45177020,Phenytoin sodium 100mg capsules (A A H Pharmaceuticals Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,66608,47364020,Phenytoin sodium 100mg tablets (Waymade Healthcare Plc),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,12469,49253020,Epanutin Ready-Mixed Parenteral 250mg/5ml solution for injection ampoules (Pfizer Ltd),Phenytoin sodium,04080100/04080200
Epilepsy medication,Phenytoin,62650,50270020,Phenytoin 100mg Tablet (Berk Pharmaceuticals Ltd),Phenytoin sodium,04070300/04080100
Epilepsy medication,Phenytoin,47670,50275020,Phenytoin 100mg Capsule (Actavis UK Ltd),Phenytoin sodium,04070300/04080100
Epilepsy medication,Phenytoin,34592,50278020,Phenytoin sodium 100mg tablets (A A H Pharmaceuticals Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,66347,52749021,Phenytoin sodium 100mg capsules (Sigma Pharmaceuticals Plc),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,4175,53429020,Epanutin 30mg/5ml oral suspension (Pfizer Ltd),Phenytoin,04080100
Epilepsy medication,Phenytoin,67841,53467021,Epanutin 50mg capsules (Waymade Healthcare Plc),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,7498,54767020,Epanutin 25mg capsules (Pfizer Ltd),Phenytoin sodium,04080100/04080200
Epilepsy medication,Phenytoin,3881,54768020,Epanutin 50mg capsules (Pfizer Ltd),Phenytoin sodium,04080100/04080200
Epilepsy medication,Phenytoin,1398,54769020,Epanutin 100mg capsules (Pfizer Ltd),Phenytoin sodium,04080100/04080200
Epilepsy medication,Phenytoin,2782,55593020,Phenytoin sodium 50mg tablets,Phenytoin sodium,04080100/04080200
Epilepsy medication,Phenytoin,2062,55594020,Phenytoin sodium 100mg tablets,Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,34699,55654020,Phenytoin 90mg/5ml Oral suspension sugar free (Rosemont Pharmaceuticals Ltd),Phenytoin,04070300/04080100
Epilepsy medication,Phenytoin,30392,57055020,Pentran 50mg Tablet (Berk Pharmaceuticals Ltd),Phenytoin sodium,04070300/04080100
Epilepsy medication,Phenytoin,21854,57056020,Pentran 100mg Tablet (Berk Pharmaceuticals Ltd),Phenytoin sodium,04070300/04080100
Epilepsy medication,Phenytoin,68286,57322021,Phenytoin sodium 100mg tablets (Almus Pharmaceuticals Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,10263,57944020,Epanutin 300mg capsules (Pfizer Ltd),Phenytoin sodium,04080100/04080200
Epilepsy medication,Phenytoin,17177,57945020,Epanutin Infatabs 50mg chewable tablets (Pfizer Ltd),Phenytoin,04080100
Epilepsy medication,Phenytoin,27113,59290020,Phenytoin sodium 100mg tablets (Teva UK Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,34144,59986020,Phenytoin sodium 100mg tablets (Actavis UK Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,14857,65731020,Phenytoin 50mg chewable tablets,Phenytoin,04080100
Epilepsy medication,Phenytoin,107,65732020,Phenytoin 25mg capsule,Phenytoin Sodium,04070300/04080100
Epilepsy medication,Phenytoin,2128,65733020,Phenytoin 50mg capsule,Phenytoin Sodium,04070300/04080100
Epilepsy medication,Phenytoin,1370,65736020,Phenytoin 100mg capsule,Phenytoin Sodium,04070300/04080100
Epilepsy medication,Phenytoin,4490,65737020,Phenytoin 30mg/5ml oral suspension,Phenytoin,04080100
Epilepsy medication,Phenytoin,3068,65738020,Phenytoin 300mg capsule,Phenytoin Sodium,04070300/04080100
Epilepsy medication,Phenytoin,24637,65741020,Phenytoin sodium 250mg/5ml solution for injection ampoules,Phenytoin sodium,04080100/04080200
Epilepsy medication,Phenytoin,9678,75314020,Phenytoin 90mg/5ml oral solution sugar free,Phenytoin,04070300/04080100
Epilepsy medication,Phenytoin,59378,76010020,Phenytoin sodium 100mg tablets (Wockhardt UK Ltd),Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,27967,77629020,Pro-Epanutin 750mg/10ml concentrate for solution for injection vials (Pfizer Ltd),Fosphenytoin sodium,04080200
Epilepsy medication,Phenytoin,6624,80747020,Phenytoin sodium 25mg capsules,Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,5587,80748020,Phenytoin sodium 50mg capsules,Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,6504,80749020,Phenytoin sodium 100mg capsules,Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,6594,80756020,Phenytoin sodium 300mg capsules,Phenytoin sodium,04080100
Epilepsy medication,Phenytoin,25903,82440020,Fosphenytoin 750mg/10ml solution for injection vials,Fosphenytoin sodium,04080200
Epilepsy medication,Gabapentin,68049,04964020,Gabapentin 100mg capsules (Almus Pharmaceuticals Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,57527,04967020,Neurontin 300mg capsules (Dowelhurst Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,64302,04969020,Gabapentin 300mg capsules (Alliance Healthcare (Distribution) Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,57649,04971020,Gabapentin 300mg capsules (Arrow Generics Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,51118,04972020,Gabapentin 300mg capsules (Ranbaxy (UK) Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,68047,04978020,Gabapentin 300mg capsules (Phoenix Healthcare Distribution Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,69914,04979020,Gabapentin 300mg capsules (Almus Pharmaceuticals Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,58383,04993020,Gabapentin 400mg capsules (Almus Pharmaceuticals Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,70738,05002020,Gabapentin 600mg tablets (Actavis UK Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,70247,15669021,Gabapentin 600mg tablets (Aurobindo Pharma Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,66617,17796021,Gabapentin 300mg capsules (Medreich Plc),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,64981,19967020,Gabapentin 100mg/5ml oral solution,Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,53784,19972020,Gabapentin 300mg/5ml oral solution,Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,58472,19976020,Gabapentin 300mg/5ml oral suspension,Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,67091,19982020,Gabapentin 50mg/5ml oral solution,Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,60389,20740021,Gabapentin 300mg capsules (Creo Pharma Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,67969,23086021,Gabapentin 300mg capsules (DE Pharmaceuticals),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,64213,23089021,Gabapentin 600mg tablets (DE Pharmaceuticals),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,63375,30850020,Gabapentin 200mg/5ml oral solution,Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,70506,30854020,Gabapentin 500mg/5ml oral solution,Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,58162,35048020,Gabapentin 600mg/5ml oral solution,Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,59196,35294020,Gabapentin 400mg/5ml oral solution,Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,55008,37553020,Gabapentin 6% gel,Gabapentin,04070300
Epilepsy medication,Gabapentin,71013,43846020,Gabapentin 100mg capsules (Bristol Laboratories Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,55624,43847020,Gabapentin 300mg capsules (Bristol Laboratories Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,54609,46732020,Gabapentin 50mg/ml oral solution sugar free,Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,72849,46733020,Gabapentin 50mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,64306,46935020,Gabapentin 50mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,61266,47368020,Gabapentin 300mg capsules (Waymade Healthcare Plc),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,70459,47369020,Gabapentin 400mg capsules (Waymade Healthcare Plc),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,5221,52159020,Gabapentin 600mg tablets,Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,7538,52160020,Gabapentin 800mg tablets,Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,70954,66024021,Gabapentin 300mg capsules (Brown & Burk UK Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,34506,66972020,Gabapentin 100mg capsules (Teva UK Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,27454,66975020,Gabapentin 300mg capsules (Teva UK Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,34946,66983020,Gabapentin 600mg tablets (Teva UK Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,34606,67084020,Gabapentin 100mg capsules (A A H Pharmaceuticals Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,34716,67092020,Gabapentin 300mg capsules (A A H Pharmaceuticals Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,44187,67099020,Gabapentin 600mg tablets (A A H Pharmaceuticals Ltd),Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,660,68252020,Gabapentin 100mg capsules,Gabapentin,04070300/04080100
Epilepsy medication,Gabapentin,1584,68253020,Gabapentin 300mg capsules,Gabapentin,04070300/04080100
